id;text;video;playlist;start;end;duration;split;prev_delta;post_delta
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_55;¿piensan que están clausuradas? no, para nada.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;262.24;264.78;2.539.999.999.999.960;[('¿piensan que están clausuradas? no, para nada.', 262.24, 264.78)];0.2100000000000363;0.3100000000000023
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_56;la zona de carpas sí va a estar habilitada con un protocolo estricto.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;265.09;271.39;5.819.999.999.999.990;[('la zona de carpas sí va a estar habilitada', 265.09, 268.09), ('con un protocolo estricto.', 268.18, 271.39)];0.3100000000000023;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_58;el límite por carpa es de seis personas, pueden ser 4 adultos y 2 chicos o alguna variante, pero siempre el límite es de seis personas.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;271.45;278.75;7.939.999.999.999.990;[('el límite por carpa es de seis personas,', 271.45, 274.27), ('pueden ser 4 adultos y 2 chicos o alguna variante,', 274.42, 276.84000000000003), ('pero siempre el límite es de seis personas.', 277.0, 278.75)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_61;las carpas deben estar ubicadas a seis metros de distancia entre sí, para poder circular y no cruzarse con los ocupantes de otras carpas, lo cual está prohibido.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;278.81;290.12;8.620.000.000.000.000;[('las carpas deben estar ubicadas a seis metros de distancia entre sí,', 278.81, 282.18), ('para poder circular y no cruzarse con los ocupantes de otras carpas,', 282.36, 287.72), ('lo cual está prohibido.', 288.3, 290.12)];0.0600000000000022;0.75
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_64;cada carpa tiene su lugar y debe mantenerse aislada.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;290.87;294.3;3.430.000.000.000.000;[('cada carpa tiene su lugar y debe mantenerse aislada.', 290.87, 294.3)];0.75;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_65;algo bastante difícil.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;294.36;295.75;13.899.999.999.999.800;[('algo bastante difícil.', 294.36, 295.75)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_66;desde acá se puede ver el bar también.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;295.81;297.81;2.0;[('desde acá se puede ver el bar también.', 295.81, 297.81)];0.0600000000000022;0.4900000000000091
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_67;no es tan simple como que la gente quiera ir a sentarse, el ambiente tiene que estar ventilado, y la cantidad de mesas que se pueden ocupar es reducida.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;298.3;306.3;9.329.999.999.999.980;[('no es tan simple como que la gente quiera ir a sentarse,', 298.3, 301.39), ('el ambiente tiene que estar ventilado,', 301.45, 303.03), ('y la cantidad de mesas que se pueden ocupar es reducida.', 303.09, 306.3)];0.4900000000000091;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_70;lo bueno es que, al estar frente al mar, corre el aire necesario para ventilar.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;306.36;309.39;30.299.999.999.999.700;[('lo bueno es que, al estar frente al mar, corre el aire necesario para ventilar.', 306.36, 309.39)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_71;en otros lugares que no corre la misma cantidad de aire o dependiendo del clima del día, sin ventilación los bares deben permanecer cerrados.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;309.45;316.15;5.639.999.999.999.980;[('en otros lugares que no corre la misma cantidad de aire', 309.45, 312.15), ('o dependiendo del clima del día,', 312.21, 314.15), ('sin ventilación los bares deben permanecer cerrados.', 314.21, 316.15)];0.0600000000000022;0.0900000000000318
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_74;¡qué difícil!;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;316.24;317.24;1.0;[('¡qué difícil!', 316.24, 317.24)];0.0900000000000318;0.4200000000000159
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_75;sucede también que los vestuarios, que están por allá, los que usamos cuando salimos de la playa para ducharnos antes de irnos, están prohibidos, por lo cual permanecerán cerrados.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;317.66;325.72;8.490.000.000.000.000;[('sucede también que los vestuarios, que están por allá,', 317.66, 320.21), ('los que usamos cuando salimos de la playa para ducharnos antes de irnos,', 320.27, 324.21), ('están prohibidos, por lo cual permanecerán cerrados.', 324.27, 325.72)];0.4200000000000159;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_78;¡cómo cambió todo! veremos cómo va todo en los próximos días.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;325.78;330.27;4.490.000.000.000.000;[('¡cómo cambió todo! veremos cómo va todo en los próximos días.', 325.78, 330.27)];0.0599999999999454;7.240.000.000.000.000
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_79;bueno, acá estoy en el centro de villa gesell, hay poca gente todavía, estamos en noviembre, pero… ¿qué va a pasar en diciembre? ¿se llenará de gente?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;337.51;344.78;7.339.999.999.999.970;[('bueno, acá estoy en el centro de villa gesell,', 337.51, 340.06), ('hay poca gente todavía, estamos en noviembre, pero…', 340.12, 342.69), ('¿qué va a pasar en diciembre? ¿se llenará de gente?', 342.75, 344.78)];7.240.000.000.000.000;0.0600000000000591
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_82;¿vamos a tener calles atestadas? ¿explotará de gente como siempre o no?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;34.484.000.000.000.000;347.6;2.759.999.999.999.990;[('¿vamos a tener calles atestadas? ¿explotará de gente como siempre o no?', 344.84000000000003, 347.6)];0.0600000000000591;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_83;¿se mantendrá la distancia en el centro con las calles llenas?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;347.66;350.63;29.700.000.000.000.200;[('¿se mantendrá la distancia en el centro con las calles llenas?', 347.65999999999997, 350.63)];0.0599999999999454;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_84;¿cómo es el protocolo en un lugar público?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;350.69;352.06;13.700.000.000.000.000;[('¿cómo es el protocolo en un lugar público?', 350.69, 352.06)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_85;¿solo se cumplirá el uso de barbijo o también el distanciamiento social?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;352.12;355.51;33.899.999.999.999.800;[('¿solo se cumplirá el uso de barbijo o también el distanciamiento social?', 352.12, 355.51)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_86;veremos lo que pasa en diciembre.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;355.57;357.3;17.300.000.000.000.100;[('veremos lo que pasa en diciembre.', 355.57, 357.3)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_87;el protocolo para los restaurantes es el mismo: las mesas al aire libre, con alcohol, y, además, algo interesante con respecto a los hoteles: se pueden alquilar habitaciones normalmente, aquellas personas que hayan reservado media pensión o pensión completa podrán solicitar a la administración del mismo que se les brinde servicio al cuarto.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;357.36;382.36;26.519.999.999.999.900;[('el protocolo para los restaurantes es el mismo:', 357.36, 359.78), ('las mesas al aire libre, con alcohol,', 359.84000000000003, 363.54), ('y, además, algo interesante con respecto a los hoteles:', 363.6, 366.12), ('se pueden alquilar habitaciones normalmente,', 366.18, 368.06), ('aquellas personas que hayan reservado media pensión o pensión completa', 368.12, 374.36), ('podrán solicitar a la administración del mismo', 374.42, 379.03), ('que se les brinde servicio al cuarto.', 379.09, 382.36)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_94;¿se imaginan despertar y pedir el desayuno con servicio al cuarto? ¡se puede!;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;382.42;388.0;5.579.999.999.999.980;[('¿se imaginan despertar y pedir el desayuno con servicio al cuarto? ¡se puede!', 382.42, 388.0)];0.0600000000000022;0.6299999999999955
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_95;¿sabían por que esta es la seña que nombra a villa gesell?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;388.63;392.09;34.600.000.000.000.300;[('¿sabían por que esta es la seña que nombra a villa gesell?', 388.63, 392.09000000000003)];0.6299999999999955;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_98;nos vemos. chau.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;400.24;402.33;2.089.999.999.999.970;[('nos vemos. chau.', 400.24, 402.33)];0.0600000000000022;30.300.000.000.000.200
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_99;similitudes y diferencias de las vacunas contra el coronavirus.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;405.36;411.33;596.999.999.999.997;[('similitudes y diferencias de las vacunas contra el coronavirus.', 405.36, 411.33)];30.300.000.000.000.200;21.200.000.000.000.000
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_102;actualmente hay 214 vacunas experimentales y 10 ya están en la última fase.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;421.0;426.48;5.480.000.000.000.010;[('actualmente hay 214 vacunas experimentales y 10 ya están en la última fase.', 421.0, 426.48)];0.160000000000025;7.0
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_117;la vacuna de pfizer se debe aplicar en dos dosis.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;498.12;502.0;3.879.999.999.999.990;[('la vacuna de pfizer se debe aplicar en dos dosis.', 498.12, 502.0)];0.0600000000000022;0.0600000000000022
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_143;2número de contacto (celular) para comunicarnos vía whatsapp.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;606.06;607.66;16.000.000.000.000.200;[('2número de contacto (celular) para comunicarnos vía whatsapp.', 606.06, 607.66)];0.0599999999999454;0.0600000000000591
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_144;3número de contacto de algún familiar.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;607.72;612.24;4.519.999.999.999.980;[('3número de contacto de algún familiar.', 607.72, 612.24)];0.0600000000000591;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_152; plus (plata extra) de fin de año para los beneficiarios de la auh.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;632.06;635.24;3.180.000.000.000.060;[(' plus (plata extra) de fin de año para los beneficiarios de la auh.', 632.06, 635.24)];1.849.999.999.999.900;13.899.999.999.999.800
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_153;el gobierno nacional anunció que destinará un plus a los beneficiarios de la asignación universal por hijo (auh) que se podrá cobrar a partir de diciembre.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;636.63;644.42;6.149.999.999.999.970;[('el gobierno nacional anunció que destinará un plus', 636.63, 639.72), ('a los beneficiarios de la asignación universal por hijo (auh)', 639.78, 642.6), ('que se podrá cobrar a partir de diciembre.', 642.66, 644.42)];13.899.999.999.999.800;0.0600000000000591
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_156;el monto es de $6000 por cada hijo y por embarazo también, con motivo de la situación del coronavirus.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;644.48;646.84;4.569.999.999.999.930;[('el monto es de $6000 por cada hijo y por embarazo también,', 644.48, 645.78), ('con motivo de la situación del coronavirus.', 645.84, 646.84)];0.0600000000000591;0.1599999999999681
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_158;no es necesario iniciar ningún trámite para los que ya están presentados.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;647.0;650.27;3.269.999.999.999.980;[('no es necesario iniciar ningún trámite para los que ya están presentados.', 647.0, 650.27)];0.1599999999999681;0.7899999999999636
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_159;según los números del anses, son cerca de 3,3 millones de chicos y 2,3 millones de familias las que perciben el beneficio.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;651.06;655.6;14.370.000.000.000.100;[('según los números del anses, son cerca de 3,3 millones de chicos', 651.06, 653.09), ('y 2,3 millones de familias las que perciben el beneficio.', 653.15, 655.6)];0.7899999999999636;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_161;estiman que cada familia recibirá en promedio unos $12.000.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;655.66;668.0;12.340.000.000.000.000;[('estiman que cada familia recibirá en promedio unos $12.000.', 655.66, 668.0)];0.0599999999999454;0.7799999999999727
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_162;en diciembre, los jubilados recibirán el mismo aumento.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;668.78;672.27;3.490.000.000.000.000;[('en diciembre, los jubilados recibirán el mismo aumento.', 668.78, 672.27)];0.7799999999999727;14.800.000.000.000.100
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_163;el ife, ingreso familiar por emergencia, no se cobrará más.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;673.75;677.27;3.519.999.999.999.980;[('el ife, ingreso familiar por emergencia, no se cobrará más.', 673.75, 677.27)];14.800.000.000.000.100;2.789.999.999.999.960
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_164;igualmente, desde el ministerio de desarrollo social reforzaron algunos programas sociales, con el objetivo de evitar cualquier tipo de estallido social para las fiestas de fin de año.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;680.06;690.09;8.640.000.000.000.210;[('igualmente, desde el ministerio de desarrollo social', 680.06, 682.21), ('reforzaron algunos programas sociales,', 682.27, 686.75), ('con el objetivo de evitar cualquier tipo de estallido social', 686.81, 689.09), ('para las fiestas de fin de año.', 689.15, 690.09)];2.789.999.999.999.960;20.299.999.999.999.700
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_168; los jóvenes son los más expuestos a sufrir molestias oculares por su permanencia frente a las pantallas.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;692.12;699.54;10.269.999.999.999.900;[(' los jóvenes son los más expuestos a sufrir molestias oculares', 692.12, 695.39), ('por su permanencia frente a las pantallas.', 695.45, 699.54)];20.299.999.999.999.700;26.700.000.000.000.700
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_170;la frecuencia del parpadeo es de 12 a 15 veces por minuto.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;702.21;709.21;7.0;[('la frecuencia del parpadeo es de 12 a 15 veces por minuto.', 702.21, 709.21)];26.700.000.000.000.700;4.879.999.999.999.990
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_171;cuando se usa alguna pantalla digital, se parpadea 5 o 7 veces por minuto, es decir casi la mitad.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;714.09;724.33;982.000.000.000.005;[('cuando se usa alguna pantalla digital,', 714.09, 720.33), ('se parpadea 5 o 7 veces por minuto, es decir casi la mitad.', 720.39, 724.33)];4.879.999.999.999.990;0.2099999999999227
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_173;esto puede ser un riesgo.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;724.54;728.12;3.580.000.000.000.040;[('esto puede ser un riesgo.', 724.54, 728.12)];0.2099999999999227;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_184;esto es un gran avance social, pero también presenta un gran riesgo de salud para la vista de adolescentes, quienes pueden padecer sequedad e irritación ocular.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;766.57;774.63;7.759.999.999.999.870;[('esto es un gran avance social,', 766.57, 767.66), ('pero también presenta un gran riesgo de salud para la vista de adolescentes,', 767.72, 771.21), ('quienes pueden padecer sequedad e irritación ocular.', 771.27, 774.63)];0.0600000000000591;0.0600000000000591
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_197;otra recomendación importante es graduar el brillo de la pc para que se nivele con la luz ambiente e incrementar el contraste de la pantalla reduce la fatiga ocular.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;822.33;830.75;9.460.000.000.000.030;[('otra recomendación importante es graduar el brillo de la pc', 822.33, 826.15), ('para que se nivele con la luz ambiente e incrementar el contraste de la pantalla', 826.21, 828.72), ('reduce la fatiga ocular.', 828.78, 830.75)];0.8799999999999955;20.299.999.999.999.700
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_200; ¿cómo es el sistema electoral de eeuu?;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;832.78;836.45;36.700.000.000.000.700;[(' ¿cómo es el sistema electoral de eeuu?', 832.78, 836.45)];20.299.999.999.999.700;1.849.999.999.999.900
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_211;la suma de los votos por estado tiene que ser de un mínimo de 270 para asegurarse llegar a la casa blanca.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;889.824;895.84;8.266.000.000.000.070;[('la suma de los votos por estado tiene que ser de un mínimo de 270', 889.824, 892.84), ('para asegurarse llegar a la casa blanca.', 893.0, 895.84)];0.0639999999999645;20.299.999.999.999.700
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_217;un claro ejemplo de que no siempre tener muchos votos alcanza.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;919.3;922.09;27.900.000.000.000.700;[('un claro ejemplo de que no siempre tener muchos votos alcanza.', 919.3, 922.09)];11.200.000.000.000.000;12.999.999.999.999.500
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_218;un dato destacado: la mayoría de los estados están decididos mucho antes.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;923.39;926.39;482.000.000.000.005;[('un dato destacado:', 923.39, 924.57), ('la mayoría de los estados están decididos mucho antes.', 924.63, 926.39)];12.999.999.999.999.500;2.240.000.000.000.000
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_225;quizás uno de los interrogantes más grandes es por qué se vota los martes.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;952.15;954.66;2.509.999.999.999.990;[('quizás uno de los interrogantes más grandes es por qué se vota los martes.', 952.15, 954.66)];6.090.000.000.000.030;282.000.000.000.005
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_226;esto viene de muchos años atrás, desde mediados del siglo xix.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;957.48;961.39;3.909.999.999.999.960;[('esto viene de muchos años atrás, desde mediados del siglo xix.', 957.48, 961.39)];282.000.000.000.005;0.0600000000000591
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_234;con este panorama, la mejor opción fue los martes.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;983.57;985.72;21.499.999.999.999.700;[('con este panorama, la mejor opción fue los martes.', 983.57, 985.72)];0.0600000000000591;0.0599999999999454
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_235;la elección no termina ahora, termina la primera semana de enero del año siguiente.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;985.78;990.84;5.180.000.000.000.060;[('la elección no termina ahora,', 985.78, 987.69), ('termina la primera semana de enero del año siguiente.', 987.75, 990.84)];0.0599999999999454;0.1599999999999681
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_237;es un proceso largo, se rectifican las actas enviadas al congreso, donde son recontados todos los votos.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;991.0;998.63;8.819.999.999.999.930;[('es un proceso largo, se rectifican las actas enviadas al congreso,', 991.0, 994.27), ('donde son recontados todos los votos.', 994.33, 998.63)];0.1599999999999681;32.100.000.000.000.300
noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020_240;en el caso de biden, que ya ganó las elecciones, recién tomará su mando el próximo 20 de enero.;noticias-en-lengua-de-senas-argentina-resumen-semanal-29112020;resumen_semanal;1008.66;1015.78;6.149.999.999.999.970;[('en el caso de biden, que ya ganó las elecciones,', 1008.66, 1010.72), ('recién tomará su mando el próximo 20 de enero.', 1010.78, 1015.78)];12.699.999.999.999.800;2.310.000.000.000.050
